year,sum_mln,organisation_name,organisation_type_name,organisation_type_code,region_code,region_name,gov_support_type
2013,1.5,"Омская региональная общественная организация по развитию детских и молодежных инициатив ""Шаг вперед""",Общественная организация,1,55,Омская область,grants
2016,1.3,"Омская региональная общественная организация по развитию детских и молодежных инициатив ""Шаг вперед""",Общественная организация,1,55,Омская область,grants
2013,2.8,"Северо-Осетинское региональное отделение Общероссийского общественного благотворительного фонда ""Российский Детский фонд""",Общественный фонд,11,15,Республика Северная Осетия - Алания,grants
2013,0.8,"Частное учреждение ""Межрегиональный институт консультирования и информатизации""",Учреждение,8,16,Республика Татарстан (Татарстан),grants
2014,2,"Частное учреждение ""Межрегиональный институт консультирования и информатизации""",Учреждение,8,16,Республика Татарстан (Татарстан),grants
2016,2.7,"Региональный общественный фонд содействия социально-экономическому развитию ""Танаис""",Общественный фонд,11,61,Ростовская область,grants
2013,2.78,"Свердловская региональная общественная организация ""Сутяжник""",Общественная организация,1,66,Свердловская область,grants
2013,1.2,"Некоммерческий фонд ""Пермский краевой фонд поддержки детей-сирот и детей, оставшихся без попечения родителей ""Поможем детям""",Некоммерческий фонд,6,59,Пермский край,grants
2013,1.640526,"Общественная организация ""Амурский областной союз женщин""",Общественная организация,1,28,Амурская область,grants
2015,0.5,"Общественная организация ""Амурский областной союз женщин""",Общественная организация,1,28,Амурская область,grants
2016,0.619,"Общественная организация ""Амурский областной союз женщин""",Общественная организация,1,28,Амурская область,grants
2015,2.23092,"Автономная Некоммерческая Организация ""Просветительский Центр ""Пересвет""",Автономная некоммерческая организация,4,63,Самарская область,grants
2013,2.7,"Региональный общественный фонд поддержки молодежных инициатив ""Фактор будущего"" Республики Татарстан",Общественный фонд,11,16,Республика Татарстан (Татарстан),grants
2016,2.7,"Некоммерческое партнерство ""Межрегиональная Ассоциация страховщиков""",Некоммерческое партнерство,5,59,Пермский край,grants
2014,1.5,"Межрегиональный общественный ФОНД ""ИДЕОЛОГИЯ""",Общественный фонд,11,64,Саратовская область,grants
2016,1.2,"Межрегиональный общественный ФОНД ""ИДЕОЛОГИЯ""",Общественный фонд,11,64,Саратовская область,grants
2013,1.2,"Ивановское региональное отделение общественной организации - ""Союз женщин России""",Общественная организация,1,37,Ивановская область,grants
2014,1.5,"Ивановское региональное отделение общественной организации - ""Союз женщин России""",Общественная организация,1,37,Ивановская область,grants
2013,1,"Благотворительный Фонд ""Александр Невский""",Некоммерческий фонд,6,64,Саратовская область,grants
2014,0.7,"Благотворительный Фонд ""Александр Невский""",Некоммерческий фонд,6,64,Саратовская область,grants
2016,1,"Благотворительный Фонд ""Александр Невский""",Некоммерческий фонд,6,64,Саратовская область,grants
2015,2.695,"Северо-Осетинская региональная молодежная общественная организация ""Новое поколение"" (Ног фалтар)",Общественная организация,1,15,Республика Северная Осетия - Алания,grants
2015,2,Тюменское областное отделение Общероссийской общественной организации семей погибших защитников Отечества,Общественная организация,1,72,Тюменская область,grants
2016,0.687966,Тюменское областное отделение Общероссийской общественной организации семей погибших защитников Отечества,Общественная организация,1,72,Тюменская область,grants
2015,2.6845,"Региональная общественная организация по защите окружающей природной среды; восстановлению и сохранению природных ценностей; формированию экологической культуры населения""Новый экологический проект""",Общественная организация,1,78,Санкт-Петербург,grants
2014,2,Первичная профсоюзная организация Нижегородской областной организации Профессионального союза работников народного образования и науки Российской Федерации в ННГУ им. Н.И. Лобачевского (студентов),Профессиональный союз,2,52,Нижегородская область,grants
2016,2.654,Мордовский республиканский общественный благотворительный фонд поддержки спорта,Некоммерческий фонд,6,13,Республика Мордовия,grants
2016,0.672993,"Некоммерческое партнерство информационной поддержки и содействия интеграции инвалидов ""Открытый мир""",Некоммерческое партнерство,5,77,Москва,grants
2013,2.27,"Нижегородская региональная благотворительная общественная организация инвалидов ""Забота""",Общественная организация,1,52,Нижегородская область,grants
2013,2,"Региональная общественная организация ""Центр духовно-нравственного единения ""Будущее""",Общественная организация,1,77,Москва,grants
2016,0.6,"Региональная общественная организация ""Центр духовно-нравственного единения ""Будущее""",Общественная организация,1,77,Москва,grants
2013,1.3,"Саратовская региональная общественная организация инвалидов, больных сахарным диабетом",Общественная организация,1,64,Саратовская область,grants
2014,1.3,"Саратовская региональная общественная организация инвалидов, больных сахарным диабетом",Общественная организация,1,64,Саратовская область,grants
2015,1,"Воронежская региональная организация общественной организации ""Союз композиторов России""",Общественная организация,1,36,Воронежская область,grants
2016,1,"Воронежская региональная организация общественной организации ""Союз композиторов России""",Общественная организация,1,36,Воронежская область,grants
2013,0.9137,"Свердловская областная общественная организация родителей незрячих и слабовидящих детей ""Окно в мир""",Общественная организация,1,66,Свердловская область,grants
2014,0.65,"Свердловская областная общественная организация родителей незрячих и слабовидящих детей ""Окно в мир""",Общественная организация,1,66,Свердловская область,grants
2015,1.035,"Свердловская областная общественная организация родителей незрячих и слабовидящих детей ""Окно в мир""",Общественная организация,1,66,Свердловская область,grants
2014,0.5,"Автономная некоммерческая организация ""оздоровительный лагерь дневного пребывания ""ЮНЫЙ ЭКОЛОГ""",Автономная некоммерческая организация,4,05,Республика Дагестан,grants
2015,1.55622,"Ярославская региональная общественная организация ""Единый Молодежный Союз""",Общественная организация,1,76,Ярославская область,grants
2016,1.019584,"Ярославская региональная общественная организация ""Единый Молодежный Союз""",Общественная организация,1,76,Ярославская область,grants
2016,2.557644,"Томская региональная патриотическая общественная организация ""Казачий корпус""",Общественная организация,1,70,Томская область,grants
2016,2.5516,"Томская региональная общественная молодежная организация ""Центр международного молодежного сотрудничества Томской области""",Общественная организация,1,70,Томская область,grants
2013,0.6097,"Автономная некоммерческая организация Центр психолого-педагогической помощи детям и семьям ""Ради будущего""",Автономная некоммерческая организация,4,67,Смоленская область,grants
2016,1.8,"Автономная некоммерческая организация Центр психолого-педагогической помощи детям и семьям ""Ради будущего""",Автономная некоммерческая организация,4,67,Смоленская область,grants
2015,1.5,"Санкт-Петербургская региональная общественная организация ""Объединение добровольных спасателей ""Экстремум""",Общественная организация,1,78,Санкт-Петербург,grants
2014,2.5,"Автономная некоммерческая организация ""Центр мировой политики и общественной дипломатии""",Автономная некоммерческая организация,4,77,Москва,grants
2013,2.5,"Воронежский региональный благотворительный фонд содействия социальной защите военнослужащих и ветеранов МВД, ФСБ, МО и Прокуратуры ""Экономическая Безопасность""",Некоммерческий фонд,6,36,Воронежская область,grants
2014,2.5,"Автономная некоммерческая организация Культурно-просветительский центр ""Новый век""",Автономная некоммерческая организация,4,77,Москва,grants
2013,2.5,"Ульяновское местное молодежное общественное движение ""Ассоциация учащейся молодежи""",Общественное движение,13,73,Ульяновская область,grants
2016,2.5,"Благотворительная региональная общественная организация ""Мирное небо""",Общественная организация,1,77,Москва,grants
2016,2.5,"Ассоциация ""Всемирная ассоциация выпускников высших учебных заведений""","Объединения (союз, ассоциация) юридических лиц",10,77,Москва,grants
2016,2.5,Первичная объединенная профсоюзная организация Академии наук Республики Башкортостан Башкирской республиканской организации Профсоюза работников народного образования и науки Российской Федерации,Профессиональный союз,2,02,Республика Башкортостан,grants
2016,2.5,"Автономная некоммерческая организация ""Военно-исторический центр Карельского перешейка""",Автономная некоммерческая организация,4,47,Ленинградская область,grants
2014,2.5,"Пермская общественная организация содействия гармоничной социализации и творческому развитию детей и молодежи ""Добрый Дом""",Общественная организация,1,59,Пермский край,grants
2015,2.5,"Ульяновское региональное отделение Молодёжной общероссийской общественной организации ""Российские студенческие отряды""",Общественная организация,1,73,Ульяновская область,grants
2013,2.5,Благотворительный фонд содействия национальным проектам в сфере образования и здравоохранения,Некоммерческий фонд,6,71,Тульская область,grants
2013,2.5,"Некоммерческое партнерство Независимая организация ""В поддержку гражданского общества""",Некоммерческое партнерство,5,77,Москва,grants
2013,2.5,"Челябинская областная общественная организация ""Правовой центр защиты населения ""Социальная инициатива""",Общественная организация,1,74,Челябинская область,grants
2013,2.5,"Автономная некоммерческая организация ""Клуб военачальников Российской Федерации""",Автономная некоммерческая организация,4,77,Москва,grants
2013,2.5,"Мордовская региональная общественная организация ""Шумбрачи (Здоровье)""",Общественная организация,1,13,Республика Мордовия,grants
2015,2.5,"Автономная некоммерческая организация ""Реабилитационный Центр ""Ручей""",Автономная некоммерческая организация,4,78,Санкт-Петербург,grants
2016,2.5,"Региональная общественная благотворительная организация ""Общество помощи аутичным детям ""Ангел""",Общественная организация,1,29,Архангельская область,grants
2016,2.5,"Некоммерческая организация ""Фонд мониторинга и прогнозирования развития культурно-территориальных пространств ""ФМП РКТП""",Некоммерческий фонд,6,77,Москва,grants
2016,2.5,"Липецкое региональное отделение молодежной общероссийской общественной организации ""Российские Студенческие Отряды""",Общественная организация,1,48,Липецкая область,grants
2016,2.5,"Брянская региональная общественная организация ""Центр реализации социокультурных инициатив ""Бульвар""",Общественная организация,1,32,Брянская область,grants
2015,2.5,"Автономная некоммерческая организация ""Центр ""Экономика. Инновации. Развитие""",Автономная некоммерческая организация,4,54,Новосибирская область,grants
2015,2.5,"Краснодарское региональное отделение Общероссийского общественного Движения ""Россия Молодая""",Общественное движение,13,23,Краснодарский край,grants
2014,2.5,"Автономная некоммерческая организация ""Центр социально - экономических исследований регионов""",Автономная некоммерческая организация,4,77,Москва,grants
2014,2.5,"Межрегиональная общественная организация ""Общество защиты прав потребителей в сфере спорта ""Объединение спортивных болельщиков""",Общественная организация,1,77,Москва,grants
2016,2.5,Благотворительный фонд Святителя Василия Великого,Некоммерческий фонд,6,50,Московская область,grants
2015,0.5,"Владимирская областная общественная благотворительная организация инвалидов ""Надежда и милосердие""",Общественная организация,1,33,Владимирская область,grants
2016,2,"Владимирская областная общественная благотворительная организация инвалидов ""Надежда и милосердие""",Общественная организация,1,33,Владимирская область,grants
2015,1.5,"Владимирский областной общественный благотворительный фонд содействия защите материнства и детства ""МАМА""",Общественный фонд,11,33,Владимирская область,grants
2016,1,"Владимирский областной общественный благотворительный фонд содействия защите материнства и детства ""МАМА""",Общественный фонд,11,33,Владимирская область,grants
2015,2.5,"Региональная спортивная общественная организация ""Московская федерация водно-моторного спорта""",Общественная организация,1,77,Москва,grants
2015,2.5,"Общероссийская общественная организация ""Российское общество скорой медицинской помощи""",Общественная организация,1,00,Министерство юстиции,grants
2014,1.5,"Благотворительный Фонд ""Центрального федерального округа, Поддержка детей и семей в трудной жизненной ситуации""",Некоммерческий фонд,6,77,Москва,grants
2015,1,"Благотворительный Фонд ""Центрального федерального округа, Поддержка детей и семей в трудной жизненной ситуации""",Некоммерческий фонд,6,77,Москва,grants
2013,2.5,"Региональная Общественная организация Общественное движение ""Союз домовых комитетов Республики Башкортостан ""БашДомКом""",Общественное движение,13,02,Республика Башкортостан,grants
2016,2.5,"Благотворительный фонд ""Содействие""",Некоммерческий фонд,6,71,Тульская область,grants
2016,0.91407,"Димитровградское местное отделение Ульяновского регионального отделения Всероссийского общественного движения ветеранов локальных войн и военных конфликтов ""Боевое братство""",Общественное движение,13,73,Ульяновская область,grants
2014,0.537885,"Детская общественная организация Курганской области ""Открытый мир""",Общественная организация,1,45,Курганская область,grants
2013,0.5,Пензенское региональное отделение Общероссийского общественного движения женщин России,Общественное движение,13,58,Пензенская область,grants
2014,0.7,Пензенское региональное отделение Общероссийского общественного движения женщин России,Общественное движение,13,58,Пензенская область,grants
2016,1.2,Пензенское региональное отделение Общероссийского общественного движения женщин России,Общественное движение,13,58,Пензенская область,grants
2015,1.020182,"Свердловская региональная общественная организация социализации и реабилитации детей ""Пеликан""",Общественная организация,1,66,Свердловская область,grants
2016,1.466728,"Свердловская региональная общественная организация социализации и реабилитации детей ""Пеликан""",Общественная организация,1,66,Свердловская область,grants
2016,2.483087,"Межрегиональная общественная организация ""Уральский центр поддержки негосударственных организаций""",Общественная организация,1,59,Пермский край,grants
2015,2.460646,"Красноярская Региональная Общественная организация выпускников Президентской программы ""Красноярский Лидер""",Общественная организация,1,24,Красноярский край,grants
2016,2.455819,"Челябинская региональная общественная организация Центр защиты семьи, материнства и детства ""Берег""",Общественная организация,1,74,Челябинская область,grants
2015,1,"Общероссийская общественная организация ""Российский еврейский молодежный конгресс""",Общественная организация,1,00,Министерство юстиции,grants
2016,1.454,"Общероссийская общественная организация ""Российский еврейский молодежный конгресс""",Общественная организация,1,00,Министерство юстиции,grants
2014,0.911119,"Некоммерческое партнерство ""Центр поддержки и развития СМИ и НКО ""Гражданская позиция""",Некоммерческое партнерство,5,22,Алтайский край,grants
2015,1.539201,"Некоммерческое партнерство ""Центр поддержки и развития СМИ и НКО ""Гражданская позиция""",Некоммерческое партнерство,5,22,Алтайский край,grants
2014,2.4346,"Межрегиональная Благотворительная Общественная Организация ""Общество инвалидов, страдающих синдромом Хантера, другими формами мукополисахаридоза и иными редкими генетическими заболеваниями""",Общественная организация,1,77,Москва,grants
2014,2.429866,"автономная некоммерческая организация Спортивный клуб ""Феникс""",Автономная некоммерческая организация,4,52,Нижегородская область,grants
2013,0.597325,"Алтайская Краевая Детско-юношеская Общественная Организация Клуб Юный Друг Пограничников ""Святогор""",Общественная организация,1,22,Алтайский край,grants
2014,0.925,"Алтайская Краевая Детско-юношеская Общественная Организация Клуб Юный Друг Пограничников ""Святогор""",Общественная организация,1,22,Алтайский край,grants
2016,0.9,"Алтайская Краевая Детско-юношеская Общественная Организация Клуб Юный Друг Пограничников ""Святогор""",Общественная организация,1,22,Алтайский край,grants
2014,0.75,"Региональная общественная организация содействия защите прав инвалидов ""Регинцентр-ПРАВО""",Общественная организация,1,77,Москва,grants
2015,1.314,"Региональная общественная организация содействия защите прав инвалидов ""Регинцентр-ПРАВО""",Общественная организация,1,77,Москва,grants
2014,2.408204,"Общероссийский благотворительный общественный фонд возрождения исторических ценностей ""Достояние России""",Общественный фонд,11,00,Министерство юстиции,grants
2016,2.4,"Санкт-Петербургская общественная организация содействия трудоустройству студентов ""Центр Карьеры""",Общественная организация,1,78,Санкт-Петербург,grants
2016,2.4,"Московское областное отделение Всероссийской общественной организации ""Всероссийское общество охраны памятников истории и культуры""",Государственно-общественное объединение,31,50,Московская область,grants
2014,2.3916,"Автономная некоммерческая организация содействия совершенствованию нормативного правового регулирования общественных отношений ""Агентство мониторинга правоприменения""",Автономная некоммерческая организация,4,77,Москва,grants
2013,0.546,"Автономная некоммерческая организация ""Молодежный ""Экспериментальный Шекспировский Театр""",Автономная некоммерческая организация,4,72,Тюменская область,grants
2014,0.2328,"Автономная некоммерческая организация ""Молодежный ""Экспериментальный Шекспировский Театр""",Автономная некоммерческая организация,4,72,Тюменская область,grants
2016,1.6,"Автономная некоммерческая организация ""Молодежный ""Экспериментальный Шекспировский Театр""",Автономная некоммерческая организация,4,72,Тюменская область,grants
2016,2.37,"Алтайская краевая общественная социально-экологическая организация ""Планета""",Общественная организация,1,22,Алтайский край,grants
2015,1.37,"Ярославская региональная общественная организация ""Родительский комитет""",Общественная организация,1,76,Ярославская область,grants
2016,1,"Ярославская региональная общественная организация ""Родительский комитет""",Общественная организация,1,76,Ярославская область,grants
2016,2.366239,Воронежское региональное общественное движение поддержки соотечественников,Общественное движение,13,36,Воронежская область,grants
2013,2.364,"Санкт-Петербургская общественная организация Экологический Правозащитный Центр ""Беллона""",Общественная организация,1,78,Санкт-Петербург,grants
2016,1,"Частное образовательное учреждение дополнительного профессионального образования Ставропольский краевой образовательный центр "" Знание""",Учреждение,8,26,Ставропольский край,grants
2015,2.355258,"Ассоциация исследователей ""ИСТОРИКО-КУЛЬТУРНОЕ НАСЛЕДИЕ КУБАНИ""","Объединения (союз, ассоциация) юридических лиц",10,77,Москва,grants
2016,2.352,"Крымское региональное отделение Общероссийской общественной организации членов многодетных семей ""Семьи России""",Общественная организация,1,91,Республика Крым,grants
2015,2.2,"Автономная некоммерческая организация Информационно-издательский Центр ""ИНСАН""",Автономная некоммерческая организация,4,77,Москва,grants
2016,2,"Некоммерческое партнерство ""Центр развития культурных, спортивных и развивающих программ ""Триумф""",Некоммерческое партнерство,5,77,Москва,grants
2014,1.273,"Межрегиональная общественная организация содействия изучению русской истории ""Императорское Русское историческое общество""",Общественная организация,1,77,Москва,grants
2016,2.33,"Фонд содействия развитию культуры и искусства ""Черный квадрат""",Некоммерческий фонд,6,58,Пензенская область,grants
2014,1.2,"Воронежская региональная общественная организация ""Молодое Черноземье""",Общественная организация,1,36,Воронежская область,grants
2015,2.3244,"Местное отделение Региональной спортивной общественной организации ""Федерация плавания Ростовской области"" в Октябрьском районе п. Каменоломни",Общественная организация,1,61,Ростовская область,grants
2016,1.5,"Фонд поддержки искусства и культуры ""Красный угол""",Некоммерческий фонд,6,77,Москва,grants
2016,0.677152,"Липецкая областная научная общественная организация ""АРХЕОЛОГ""",Общественная организация,1,48,Липецкая область,grants
2016,2.3,"Межрегиональная общественная организация ""Агентство защиты прав потребителей финансовых услуг""",Общественная организация,1,74,Челябинская область,grants
2013,2.3,"Ульяновское региональное отделение Общероссийской общественной организации ""Союз машиностроителей России""",Общественная организация,1,73,Ульяновская область,grants
2013,2.3,"Мордовская республиканская молодежная общественная организация ""Республика Созидания""",Общественная организация,1,13,Республика Мордовия,grants
2013,1,"Алтайская краевая женская общественная организация ""Отклик""",Общественная организация,1,22,Алтайский край,grants
2015,1.3,"Алтайская краевая женская общественная организация ""Отклик""",Общественная организация,1,22,Алтайский край,grants
2015,2.3,"Благотворительный фонд помощи детям сиротам, пенсионерам, инвалидам и другим социально не защищенным гражданам и социальным учреждениям ""Золушка""",Некоммерческий фонд,6,77,Москва,grants
2015,2.3,"Челябинская областная общественная организация ""Объединение экологов Челябинской области ""Эко-мониторинг""",Общественная организация,1,74,Челябинская область,grants
2015,1,"Региональная общественная организация ""Центр поддержки и развития некоммерческих организаций Ямала""",Общественная организация,1,89,Ямало-Ненецкий автономный округ,grants
2016,1.2879,"Региональная общественная организация ""Центр поддержки и развития некоммерческих организаций Ямала""",Общественная организация,1,89,Ямало-Ненецкий автономный округ,grants
2015,0.5,"Оренбургская областная молодежная общественная организация ""Военно-патриотический поисковый клуб ""Патриот""",Общественная организация,1,56,Оренбургская область,grants
2016,1.787,"Оренбургская областная молодежная общественная организация ""Военно-патриотический поисковый клуб ""Патриот""",Общественная организация,1,56,Оренбургская область,grants
2014,2.275035,"Самарская областная общественная организация ""Фонд социальных исследований""",Общественная организация,1,63,Самарская область,grants
2013,1.275,"Курганская региональная общественная организация ""Евразийский центр современного искусства""",Общественная организация,1,45,Курганская область,grants
2015,1,"Курганская региональная общественная организация ""Евразийский центр современного искусства""",Общественная организация,1,45,Курганская область,grants
2013,0.78216,"Брянская региональная общественная организация молодежного общения, физического и личностного развития ""Молодежный клуб друзей""",Общественная организация,1,32,Брянская область,grants
2016,1.42131,"Брянская региональная общественная организация молодежного общения, физического и личностного развития ""Молодежный клуб друзей""",Общественная организация,1,32,Брянская область,grants
2015,1.253,"Автономная некоммерческая организация Центр общественных технологий ""Гражданская Миссия""",Автономная некоммерческая организация,4,43,Кировская область,grants
2016,1,"Автономная некоммерческая организация Центр общественных технологий ""Гражданская Миссия""",Автономная некоммерческая организация,4,43,Кировская область,grants
2014,0.4,"Некоммерческое партнерство по защите и сохранению объектов культурного наследия ""Спасское дело""",Некоммерческое партнерство,5,77,Москва,grants
2015,1.5,"Некоммерческое партнерство по защите и сохранению объектов культурного наследия ""Спасское дело""",Некоммерческое партнерство,5,77,Москва,grants
2013,0.6,"Общественный фонд ""Самарское областное отделение Российского фонда мира""",Общественный фонд,11,63,Самарская область,grants
2016,2.225252,"Ассоциация организаций по поддержке пенсионеров, ветеранов и инвалидов","Объединения (союз, ассоциация) юридических лиц",10,77,Москва,grants
2016,2.21974,"Омское областное отделение Общероссийского общественного благотворительного фонда ""Российский детский фонд""",Некоммерческий фонд,6,55,Омская область,grants
2014,0.55304,Томская региональная благотворительная общественная организация родителей военнослужащих,Общественная организация,1,70,Томская область,grants
2015,1.666368,Томская региональная благотворительная общественная организация родителей военнослужащих,Общественная организация,1,70,Томская область,grants
2014,0.59,Фонд региональных общественно - политических исследований,Некоммерческий фонд,6,76,Ярославская область,grants
2016,1.62735,Фонд региональных общественно - политических исследований,Некоммерческий фонд,6,76,Ярославская область,grants
2015,1.501,"Липецкая региональная организация Общероссийской общественной организации - Общество ""Знание"" России",Общественная организация,1,48,Липецкая область,grants
2013,0.469979,"Тульский областной общественный фонд социального развития молодежи ""Перспектива""",Общественный фонд,11,71,Тульская область,grants
2016,1.735099,"Тульский областной общественный фонд социального развития молодежи ""Перспектива""",Общественный фонд,11,71,Тульская область,grants
2013,0.6,"Фонд ""Содействия военно-патриотическому воспитанию молодежи""",Некоммерческий фонд,6,37,Ивановская область,grants
2016,1.1,"Фонд ""Содействия военно-патриотическому воспитанию молодежи""",Некоммерческий фонд,6,37,Ивановская область,grants
2016,2.2,Фонд поддержки городских инициатив,Некоммерческий фонд,6,58,Пензенская область,grants
2015,1,"Межрегиональная общественная организация ""Центр поддержки духовного наследия""",Общественная организация,1,77,Москва,grants
2016,1.2,"Межрегиональная общественная организация ""Центр поддержки духовного наследия""",Общественная организация,1,77,Москва,grants
